gid,funderid,fundername,awardid,value,popdate,fundagency,fundsubagency,fundoffice,psc,naics,ruei,rcage,rparuei
389,https://openalex.org/F4320321001,National Natural Science Foundation of China,82202131,,,,,,,,,,
393,https://openalex.org/F4320332161,National Institutes of Health,R01‐AG057739,,,,,,,,,,
391,https://openalex.org/F4320332161,National Institutes of Health,U24‐AG074855,,,,,,,,,,
378,https://openalex.org/F4320322581,Vetenskapsrådet,#2022‐01018,,,,,,,,,,
386,https://openalex.org/F4320306080,Foundation for the National Institutes of Health,U01AG052564,,,,,,,,,,
388,https://openalex.org/F4320332161,National Institutes of Health,U01AG042791‐S1,,,,,,,,,,
397,https://openalex.org/F4320332161,National Institutes of Health,R01‐AG061028,,,,,,,,,,
399,https://openalex.org/F4320332161,National Institutes of Health,T32‐AG071444,,,,,,,,,,
400,https://openalex.org/F4320332161,National Institutes of Health,DP2AG082342,,,,,,,,,,
401,https://openalex.org/F4320332161,National Institutes of Health,R01‐AG082730,,,,,,,,,,
402,https://openalex.org/F4320332161,National Institutes of Health,U19‐AG066567,,,,,,,,,,
403,https://openalex.org/F4320332161,National Institutes of Health,U01‐AG068057,,,,,,,,,,
404,https://openalex.org/F4320332161,National Institutes of Health,P30‐AG010133,,,,,,,,,,
394,https://openalex.org/F4320337337,National Institute on Aging,R01‐AG073439,,,,,,,,,,
395,https://openalex.org/F4320332161,National Institutes of Health,R01‐AG019771,,,,,,,,,,
396,https://openalex.org/F4320332161,National Institutes of Health,R01‐AG068193,,,,,,,,,,
428,https://openalex.org/F4320306076,National Science Foundation,DMR-1920086,,,,,,,,,,
427,https://openalex.org/F4320306076,National Science Foundation,DGE-1650604,,,,,,,,,,
5219,https://openalex.org/F4320338281,Army Research Office,W911NF1810268,,,,,,,,,,
7737,https://openalex.org/F4320337363,National Institute of Biomedical Imaging and Bioengineering,P41-EB027062,,,,,,,,,,
445,https://openalex.org/F4320337354,National Institute of General Medical Sciences,R01GM127558,,,,,,,,,,
414,https://openalex.org/F4320332186,Defense Threat Reduction Agency,CB11142,,,,,,,,,,
434,https://openalex.org/F4320321001,National Natural Science Foundation of China,22103053,,,,,,,,,,
420,https://openalex.org/F4320321001,National Natural Science Foundation of China,52373275,,,,,,,,,,
438,https://openalex.org/F4320326185,Taishan Scholar Foundation of Shandong Province,tsqn202211167,,,,,,,,,,
416,https://openalex.org/F4320337480,Basic Energy Sciences,DE-AC02-05-CH11231,,,,,,,,,,
432,https://openalex.org/F4320332172,Directorate for Mathematical and Physical Sciences,1945218,,,,,,,,,,
449,https://openalex.org/F4320338488,DOD Peer Reviewed Cancer Research Program,W81XWH‐20‐1‐0625,,,,,,,,,,
437,https://openalex.org/F4320338486,Peer Reviewed Alzheimer’s Research Program,W81XWH1910860,,,,,,,,,,
419,https://openalex.org/F4320321001,National Natural Science Foundation of China,52303290,,,,,,,,,,
421,https://openalex.org/F4320338294,Air Force Research Laboratory,FA8650-18-2-5402,,,,,,,,,,
436,https://openalex.org/F4320337354,National Institute of General Medical Sciences,1R01GM141391-01A1,,,,,,,,,,
433,https://openalex.org/F4320307785,3M,NTFA,,,,,,,,,,
5218,https://openalex.org/F4320338294,Air Force Research Laboratory,FA8750-22-1-0501,,,,,,,,,,
430,https://openalex.org/F4320332161,National Institutes of Health,R35GM138318,,,,,,,,,,
440,https://openalex.org/F4320321001,National Natural Science Foundation of China,22108141,,,,,,,,,,
435,https://openalex.org/F4320338507,"Life Sciences Division, Army Research Office",W911NF2310260,,,,,,,,,,
422,https://openalex.org/F4320335787,Fundamental Research Funds for the Central Universities,buctrc202310,,,,,,,,,,
446,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH‐20‐1‐0600,,,,,,,,,,
2813,https://openalex.org/F4320321001,National Natural Science Foundation of China,61807025,,,,,,,,,,
442,https://openalex.org/F4320332186,Defense Threat Reduction Agency,HDTRA1-19-1-0007,,,,,,,,,,
423,https://openalex.org/F4320306076,National Science Foundation,DMR-2207299,,,,,,,,,,
448,https://openalex.org/F4320337357,National Institute of Diabetes and Digestive and Kidney Diseases,1R01DK123079‐01,,,,,,,,,,
439,https://openalex.org/F4320324174,Natural Science Foundation of Shandong Province,ZR2021QB013,,,,,,,,,,
441,https://openalex.org/F4320321001,National Natural Science Foundation of China,22205078,,,,,,,,,,
443,https://openalex.org/F4320337387,Division of Computing and Communication Foundations,CCF 1956054,,,,,,,,,,
429,https://openalex.org/F4320306076,National Science Foundation,1757371,,,,,,,,,,
408,https://openalex.org/F4320332161,National Institutes of Health,U19‐AG024904,,,,,,,,,,
409,https://openalex.org/F4320332161,National Institutes of Health,R01‐AG079142,,,,,,,,,,
410,https://openalex.org/F4320332161,National Institutes of Health,R01‐AG029672,,,,,,,,,,
411,https://openalex.org/F4320332161,National Institutes of Health,U01‐AG0006781,,,,,,,,,,
467,https://openalex.org/F4320334705,National Health and Medical Research Council,MRF1170276,,,,,,,,,,
469,https://openalex.org/F4320307132,Alzheimer's Drug Discovery Foundation,#201809‐2016862,,,,,,,,,,
417,https://openalex.org/F4320338281,Army Research Office,W911NF-20-0093,,,,,,,,,,
444,https://openalex.org/F4320337345,Office of Naval Research,N00014-21-1-4013,,,,,,,,,,
450,https://openalex.org/F4320337351,National Cancer Institute,1R01CA240818‐01A1,,,,,,,,,,
457,https://openalex.org/F4320337351,National Cancer Institute,R01CA016672,,,,,,,,,,
458,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH‐20‐1‐0375,,,,,,,,,,
459,https://openalex.org/F4320337351,National Cancer Institute,R01CA244413,,,,,,,,,,
460,https://openalex.org/F4320337351,National Cancer Institute,R01CA177909,,,,,,,,,,
461,https://openalex.org/F4320337351,National Cancer Institute,R01CA275762,,,,,,,,,,
462,https://openalex.org/F4320337351,National Cancer Institute,R01CA238727,,,,,,,,,,
463,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH‐16‐1‐0073,,,,,,,,,,
464,https://openalex.org/F4320337351,National Cancer Institute,R01CA251950,,,,,,,,,,
465,https://openalex.org/F4320337351,National Cancer Institute,U01CA252553,,,,,,,,,,
466,https://openalex.org/F4320337351,National Cancer Institute,R01CA183878,,,,,,,,,,
451,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550‐20‐1‐0366 DEF,,,,,,,,,,
452,https://openalex.org/F4320306196,Welch Foundation,A‐1261,,,,,,,,,,
453,https://openalex.org/F4320337345,Office of Naval Research,N00014‐20‐1‐2184,,,,,,,,,,
454,https://openalex.org/F4320321001,National Natural Science Foundation of China,12301494,,,,,,,,,,
455,https://openalex.org/F4320321001,National Natural Science Foundation of China,61877046,,,,,,,,,,
456,https://openalex.org/F4320321001,National Natural Science Foundation of China,62073037,,,,,,,,,,
412,https://openalex.org/F4320337337,National Institute on Aging,R01‐AG062826,,,,,,,,,,
415,https://openalex.org/F4320322725,China Scholarship Council,202006240090,,,,,,,,,,
447,https://openalex.org/F4320309536,University of Texas System,E213630176,,,,,,,,,,
406,https://openalex.org/F4320332161,National Institutes of Health,R01‐LM013463,,,,,,,,,,
407,https://openalex.org/F4320332161,National Institutes of Health,P30‐AG072976,,,,,,,,,,
405,https://openalex.org/F4320332161,National Institutes of Health,R00‐AG061238,,,,,,,,,,
480,https://openalex.org/F4320332161,National Institutes of Health,U01DA041106,,,,,,,,,,
499,https://openalex.org/F4320337337,National Institute on Aging,RF1AG057892,,,,,,,,,,
470,https://openalex.org/F4320306219,Alzheimer's Association,#ADSF‐21‐831376‐C,,,,,,,,,,
7738,https://openalex.org/F4320338281,Army Research Office,W911NF-22-1-0185,,,,,,,,,,
477,https://openalex.org/F4320337337,National Institute on Aging,K23‐AG045966,,,,,,,,,,
526,https://openalex.org/F4320332161,National Institutes of Health,R37 EB001981,,,,,,,,,,
7739,https://openalex.org/F4320306137,Bill and Melinda Gates Foundation,INV-041182,,,,,,,,,,
496,https://openalex.org/F4320332161,National Institutes of Health,U01DA041148,,,,,,,,,,
492,https://openalex.org/F4320332161,National Institutes of Health,U01DA041048,,,,,,,,,,
487,https://openalex.org/F4320332161,National Institutes of Health,U01DA041093,,,,,,,,,,
501,https://openalex.org/F4320337337,National Institute on Aging,R01AG059874,,,,,,,,,,
475,https://openalex.org/F4320337337,National Institute on Aging,T32‐AG058524,,,,,,,,,,
474,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH‐22‐1‐0930,,,,,,,,,,
503,https://openalex.org/F4320338281,Army Research Office,W911NF‐17‐540 1‐0051,,,,,,,,,,
493,https://openalex.org/F4320306134,Doris Duke Charitable Foundation,2022056,,,,,,,,,,
494,https://openalex.org/F4320332161,National Institutes of Health,U01DA041025,,,,,,,,,,
476,https://openalex.org/F4320337337,National Institute on Aging,K24‐AG046373,,,,,,,,,,
489,https://openalex.org/F4320332161,National Institutes of Health,U01DA041174,,,,,,,,,,
2814,https://openalex.org/F4320321001,National Natural Science Foundation of China,12061064,,,,,,,,,,
502,https://openalex.org/F4320321001,National Natural Science Foundation of China,22278203,,,,,,,,,,
512,https://openalex.org/F4320321001,National Natural Science Foundation of China,82271441,,,,,,,,,,
495,https://openalex.org/F4320332161,National Institutes of Health,U01DA041089,,,,,,,,,,
482,https://openalex.org/F4320332161,National Institutes of Health,K08HL159350,,,,,,,,,,
479,https://openalex.org/F4320332161,National Institutes of Health,U01DA041156,,,,,,,,,,
497,https://openalex.org/F4320308990,BrightFocus Foundation,A2019052S,,,,,,,,,,
478,https://openalex.org/F4320337337,National Institute on Aging,F32‐AG076276,,,,,,,,,,
472,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH‐16‐1‐0497,,,,,,,,,,
468,https://openalex.org/F4320322168,Hjärnfonden,#FO2022‐0270,,,,,,,,,,
491,https://openalex.org/F4320332161,National Institutes of Health,U01DA041117,,,,,,,,,,
485,https://openalex.org/F4320332161,National Institutes of Health,U01DA041120,,,,,,,,,,
481,https://openalex.org/F4320332161,National Institutes of Health,U01DA041134,,,,,,,,,,
5220,https://openalex.org/F4320337337,National Institute on Aging,T32AG058507,,,,,,,,,,
515,https://openalex.org/F4320332161,National Institutes of Health,1U24RR025736,,,,,,,,,,
5221,https://openalex.org/F4320337345,Office of Naval Research,N00014-22-C-104,,,,,,,,,,
511,https://openalex.org/F4320321001,National Natural Science Foundation of China,81901180,,,,,,,,,,
513,https://openalex.org/F4320332161,National Institutes of Health,R01MH117107,,,,,,,,,,
505,https://openalex.org/F4320311904,Wellcome Trust,203139/Z/16/Z,,,,,,,,,,
516,https://openalex.org/F4320332161,National Institutes of Health,R01MH118695,,,,,,,,,,
517,https://openalex.org/F4320332161,National Institutes of Health,1U24RR021992,,,,,,,,,,
518,https://openalex.org/F4320334506,Canadian Institutes of Health Research,FRN 153359,,,,,,,,,,
519,https://openalex.org/F4320332161,National Institutes of Health,R01EB020407,,,,,,,,,,
520,https://openalex.org/F4320332161,National Institutes of Health,R01EB006841,,,,,,,,,,
521,https://openalex.org/F4320306076,National Science Foundation,1631838,,,,,,,,,,
522,https://openalex.org/F4320332161,National Institutes of Health,R01MH123610,,,,,,,,,,
523,https://openalex.org/F4320307765,Pfizer,WS2249136,,,,,,,,,,
524,https://openalex.org/F4320310856,Lawson Health Research Institute,LHR D1374,,,,,,,,,,
506,https://openalex.org/F4320311904,Wellcome Trust,102645/Z/13/Z,,,,,,,,,,
530,https://openalex.org/F4320332753,Qatar National Research Fund,NPRP12S‐0317‐190379,,,,,,,,,,
514,https://openalex.org/F4320306076,National Science Foundation,2112455,,,,,,,,,,
504,https://openalex.org/F4320321001,National Natural Science Foundation of China,22279057,,,,,,,,,,
509,https://openalex.org/F4320338335,H2020 European Research Council,758974,,,,,,,,,,
510,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH‐17‐1‐0204,,,,,,,,,,
528,https://openalex.org/F4320337351,National Cancer Institute,1 R01 CA273716‐01A1,,,,,,,,,,
529,https://openalex.org/F4320338488,DOD Peer Reviewed Cancer Research Program,BCRP Award W81XWH‐21‐1‐0261,,,,,,,,,,
488,https://openalex.org/F4320332161,National Institutes of Health,U01DA041022,,,,,,,,,,
531,https://openalex.org/F4320335774,Key Technologies Research and Development Program,2020YFA0714001,,,,,,,,,,
532,https://openalex.org/F4320306076,National Science Foundation,CHE2108009,,,,,,,,,,
533,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550‐21‐1‐0272,,,,,,,,,,
527,https://openalex.org/F4320332161,National Institutes of Health,R01 EB017197,,,,,,,,,,
483,https://openalex.org/F4320332161,National Institutes of Health,U24DA041123,,,,,,,,,,
535,https://openalex.org/F4320329860,National Science and Technology Major Project,2022ZD0118004,,,,,,,,,,
486,https://openalex.org/F4320332161,National Institutes of Health,U24DA041147,,,,,,,,,,
508,https://openalex.org/F4320311904,Wellcome Trust,202788/Z/16/Z,,,,,,,,,,
525,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH‐19‐1‐0583,,,,,,,,,,
484,https://openalex.org/F4320332161,National Institutes of Health,U01DA041028,,,,,,,,,,
473,https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke,R01NS100801,,,,,,,,,,
5222,https://openalex.org/F4320337345,Office of Naval Research,N00014-18-C-1043,,,,,,,,,,
5228,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,EP/V025708/2,,,,,,,,,,
5229,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,EP/V025708/1,,,,,,,,,,
5231,https://openalex.org/F4320338281,Army Research Office,W911NF‐20‐2‐0053,,,,,,,,,,
5233,https://openalex.org/F4320306078,U.S. Department of Defense,CA1702571,,,,,,,,,,
5232,https://openalex.org/F4320306536,V Foundation for Cancer Research,Award,,,,,,,,,,
5234,https://openalex.org/F4320306589,Alex's Lemonade Stand Foundation for Childhood Cancer,REACH Award,,,,,,,,,,
5235,https://openalex.org/F4320337586,Hyundai Hope On Wheels,Scholar Award,,,,,,,,,,
5236,https://openalex.org/F4320308906,St. Baldrick's Foundation,Research Award,,,,,,,,,,
5237,https://openalex.org/F4320337351,National Cancer Institute,CA081403,,,,,,,,,,
5238,https://openalex.org/F4320306076,National Science Foundation,2210391,,,,,,,,,,
5239,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,FA8650-18-2-7853,,,,,,,,,,
5240,https://openalex.org/F4320337345,Office of Naval Research,N00014-22-1-2271,,,,,,,,,,
5241,https://openalex.org/F4320332178,National Institute of Standards and Technology,60NANB20D134,,,,,,,,,,
5242,https://openalex.org/F4320306076,National Science Foundation,"1942230,HR001119S0026",,,,,,,,,,
5243,https://openalex.org/F4320337365,National Institute of Dental and Craniofacial Research,T90DE021982,,,,,,,,,,
5244,https://openalex.org/F4320306148,Pew Charitable Trusts,Pew-Stewart Scholar for Cancer Research,,,,,,,,,,
5126,https://openalex.org/F4320332161,National Institutes of Health,R01 AG061518,,,,,,,,,,
2882,https://openalex.org/F4320332161,National Institutes of Health,R01 AG034962,,,,,,,,,,
5246,https://openalex.org/F4320332161,National Institutes of Health,K01 AG073584,,,,,,,,,,
5155,https://openalex.org/F4320332161,National Institutes of Health,R01 AG048927,,,,,,,,,,
5248,https://openalex.org/F4320338281,Army Research Office,W911NF-22-1-0165,,,,,,,,,,
5250,https://openalex.org/F4320306076,National Science Foundation,2113096,,,,,,,,,,
5247,https://openalex.org/F4320337345,Office of Naval Research,N00014-16-1-2189,,,,,,,,,,
264,https://openalex.org/F4320306076,National Science Foundation,DMR‐2122071,,,,,,,,,,
5223,https://openalex.org/F4320337392,"Division of Electrical, Communications and Cyber Systems",EECS-1711230,,,,,,,,,,
5227,https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke,U01 NS1365885,,,,,,,,,,
574,https://openalex.org/F4320306260,Breast Cancer Research Foundation,APP ID: BCRF‐21‐102],,,,,,,,,,
579,https://openalex.org/F4320332186,Defense Threat Reduction Agency,HDTRA11810041,,,,,,,,,,
580,https://openalex.org/F4320332186,Defense Threat Reduction Agency,HDTRA1‐21‐1‐0014,,,,,,,,,,
581,https://openalex.org/F4320332186,Defense Threat Reduction Agency,HDTRA1‐23‐1‐0001,,,,,,,,,,
584,https://openalex.org/F4320306076,National Science Foundation,CMMI2153855,,,,,,,,,,
539,https://openalex.org/F4320306127,U.S. Department of Veterans Affairs,IBX004121A,,,,,,,,,,
585,https://openalex.org/F4320306076,National Science Foundation,OAC2209791,,,,,,,,,,
588,https://openalex.org/F4320338335,H2020 European Research Council,895369,,,,,,,,,,
